text,intent,domain
assistance to cancel purchase {{Order Number}},cancel_order,social
I need help with canceling order {{Order Number}},cancel_order,social
I have a question about canceling purchase {{Order Number}},cancel_order,social
"I ordered some products, how to cancel purchase {{Order Number}}?",cancel_order,social
"I can't afford order {{Order Number}}, how can I cancel it?",cancel_order,social
I do not want purchase {{Order Number}},cancel_order,social
i can no longer pay for order {{Order Number}},cancel_order,social
I do not know how to cancel purchase {{Order Number}},cancel_order,social
"I bought some item, cancel order {{Order Number}}",cancel_order,social
want assistance cancelling purchase {{Order Number}},cancel_order,social
i cannot pay for my last item cancel order {{Order Number}},cancel_order,social
I have to cancel order {{Order Number}},cancel_order,social
I need help with canceling order {{Order Number}},cancel_order,social
can uhelp me canceling order {{Order Number}},cancel_order,social
I don't know what to do to cancel purchase {{Order Number}},cancel_order,social
is it possible to cancel order {{Order Number}} ?,cancel_order,social
I have a problem with canceling purchase {{Order Number}},cancel_order,social
i dont knwo how i can cancel purchase {{Order Number}},cancel_order,social
I need assistance with canceling purchase {{Order Number}},cancel_order,social
assistance with cancelling purchase {{Order Number}},cancel_order,social
i do not know what to do to cancel purchase {{Order Number}},cancel_order,social
I can no longer pay for purchase {{Order Number}},cancel_order,social
I need help cancelling order {{Order Number}},cancel_order,social
can you help me cancel purchase {{Order Number}}?,cancel_order,social
I do not know how to cancel purchase {{Order Number}},cancel_order,social
"I can't afford order {{Order Number}}, I need help to cancel it",cancel_order,social
assistance with canceling purchase {{Order Number}},cancel_order,social
need help cancelling purchase {{Order Number}},cancel_order,social
need help with canceling order {{Order Number}},cancel_order,social
i want assistance canceling order {{Order Number}},cancel_order,social
want help to cancel order {{Order Number}},cancel_order,social
"I purchased some items, cancel order {{Order Number}}",cancel_order,social
camceling order {{Order Number}},cancel_order,social
how can I cancel purchase {{Order Number}}?,cancel_order,social
where can I cancel purchase {{Order Number}}?,cancel_order,social
where culd i cancel order {{Order Number}},cancel_order,social
help with cancelling order {{Order Number}},cancel_order,social
I can't afford order {{Order Number}},cancel_order,social
help me cancel purchase {{Order Number}},cancel_order,social
I dp not know how to cancel order {{Order Number}},cancel_order,social
i can no longer arford purchase {{Order Number}},cancel_order,social
assistance to cancel purchased {{Order Number}},cancel_order,social
help  with cancelling order {{Order Number}},cancel_order,social
want assistance to cancel order {{Order Number}},cancel_order,social
question about canceling a bloody purchase,cancel_order,social
iwant assistance canceling order {{Order Number}},cancel_order,social
want help canceling purchase {{Order Number}},cancel_order,social
i dont know how i can cancel order {{Order Number}},cancel_order,social
"I purchased some items, help me cancel order {{Order Number}}",cancel_order,social
I want assistance cancelling purchase {{Order Number}},cancel_order,social
help with canceling purchase {{Order Number}},cancel_order,social
problems with canceling purchase {{Order Number}},cancel_order,social
I want assistance canceling purchase {{Order Number}},cancel_order,social
I need help cancelnig purchase {{Order Number}},cancel_order,social
i want assistance to cancel order {{Order Number}},cancel_order,social
is it possible to cancel purchase {{Order Number}}?,cancel_order,social
assistance canceling order {{Order Number}},cancel_order,social
I need assistance to cancel purchase {{Order Number}},cancel_order,social
I am trying to cancel purchase {{Order Number}},cancel_order,social
I nee assistance to cancel purchase {{Order Number}},cancel_order,social
help cancelling purchase {{Order Number}},cancel_order,social
I want assistance canceling purchase {{Order Number}},cancel_order,social
can you help me to cancel purchase {{Order Number}}?,cancel_order,social
need assistance witgh cancelling order {{Order Number}},cancel_order,social
can you help me cancelling purchase {{Order Number}}?,cancel_order,social
want assistance to cancel order  {{Order Number}},cancel_order,social
I want help cancelling purchase {{Order Number}},cancel_order,social
problem with cancelling purchase {{Order Number}},cancel_order,social
"I bought some item, cancel purchase {{Order Number}}",cancel_order,social
I don't know how I can cancel purchase {{Order Number}},cancel_order,social
how do i cancel purchase {{Order Number}},cancel_order,social
I want help canceling purchase {{Order Number}},cancel_order,social
I need assistance with canceling order {{Order Number}},cancel_order,social
i need help cancelling purchase {{Order Number}},cancel_order,social
how can i cancel purchase {{Order Number}},cancel_order,social
I need assistance canceling purchase {{Order Number}},cancel_order,social
i want assistance to cancel order {{Order Number}},cancel_order,social
i dont know how to cancel order {{Order Number}},cancel_order,social
what do I have to do to cancel purchase {{Order Number}}?,cancel_order,social
how do I cancel purchae {{Order Number}}?,cancel_order,social
I can't afford order {{Order Number}},cancel_order,social
I don't know how I could cancel purchase {{Order Number}},cancel_order,social
I have a problem with cancelling order {{Order Number}},cancel_order,social
I want help canceling purchase {{Order Number}},cancel_order,social
help to cancel order {{Order Number}},cancel_order,social
problem with cancelling purchase {{Order Number}},cancel_order,social
I want assistance canceling order {{Order Number}},cancel_order,social
I can't afford purchase {{Order Number}},cancel_order,social
camceling order {{Order Number}},cancel_order,social
"I bought some articles, how to cancel order {{Order Number}}?",cancel_order,social
i do not want purchase {{Order Number}},cancel_order,social
problem with cancelling purchase {{Order Number}},cancel_order,social
I need assistance cancelling order {{Order Number}},cancel_order,social
help me to cancel purchase {{Order Number}},cancel_order,social
I don't know how I can camcel purchase {{Order Number}},cancel_order,social
could uhelp me cancelin order {{Order Number}},cancel_order,social
i need help cancelling purchase {{Order Number}},cancel_order,social
I want help to cancel order {{Order Number}},cancel_order,social
i want assistance to cancel purchase {{Order Number}},cancel_order,social
what do I have to do to cancel purchase {{Order Number}}?,cancel_order,social
cancel purchase  {{Order Number}},cancel_order,social
I am trying to cancel order {{Order Number}},cancel_order,social
i do not know how i can canmcel order {{Order Number}},cancel_order,social
help me cancelling purchase {{Order Number}},cancel_order,social
have problems with canceling purchase {{Order Number}},cancel_order,social
i dont want order {{Order Number}},cancel_order,social
i need assistance canceling roder {{Order Number}},cancel_order,social
can uhelp me canceling purchase {{Order Number}},cancel_order,social
cancelling order {{Order Number}},cancel_order,social
can you help me canceling order {{Order Number}}?,cancel_order,social
"I can't afford this item, I try to cancel order {{Order Number}}",cancel_order,social
i dont know how i can cancel purchase {{Order Number}},cancel_order,social
